agency_cd,site_no,datetime,105402_00060_00003,105402_00060_00003_cd
5s,15s,20d,14n,10s
USGS,1435000,9/8/2016,36.5,A
USGS,1435000,9/9/2016,47.8,A
USGS,1435000,9/10/2016,35.9,A
USGS,1435000,9/11/2016,37.3,A
USGS,1435000,9/12/2016,34.4,A
USGS,1435000,9/13/2016,31.4,A
USGS,1435000,9/14/2016,30.2,A
USGS,1435000,9/15/2016,29.2,A
USGS,1435000,9/16/2016,28,A
USGS,1435000,9/17/2016,27.8,A
USGS,1435000,9/18/2016,29,A
USGS,1435000,9/19/2016,45.2,A
USGS,1435000,9/20/2016,38.1,A
USGS,1435000,9/21/2016,30.1,A
USGS,1435000,9/22/2016,26.5,A
USGS,1435000,9/23/2016,24.5,A
USGS,1435000,9/24/2016,23,A
USGS,1435000,9/25/2016,21.9,A
USGS,1435000,9/26/2016,21,A
USGS,1435000,9/27/2016,26,A
USGS,1435000,9/28/2016,23.7,A
USGS,1435000,9/29/2016,21.9,A
USGS,1435000,9/30/2016,20.8,A
USGS,1435000,10/1/2016,21,P
USGS,1435000,10/2/2016,21.6,P
USGS,1435000,10/3/2016,21.5,P
USGS,1435000,10/4/2016,20.6,P
USGS,1435000,10/5/2016,20.1,P
USGS,1435000,10/6/2016,19.3,P
USGS,1435000,10/7/2016,18.8,P
USGS,1435000,10/8/2016,18.9,P
USGS,1435000,10/9/2016,19.8,P
USGS,1435000,10/10/2016,19.1,P
USGS,1435000,10/11/2016,19.6,P
USGS,1435000,10/12/2016,19.5,P
USGS,1435000,10/13/2016,19.5,P
USGS,1435000,10/14/2016,19.8,P
USGS,1435000,10/15/2016,19.3,P
USGS,1435000,10/16/2016,19.3,P
USGS,1435000,10/17/2016,20.1,P
USGS,1435000,10/18/2016,20.3,P
USGS,1435000,10/19/2016,20,P
USGS,1435000,10/20/2016,20.2,P
USGS,1435000,10/21/2016,21.4,P
USGS,1435000,10/22/2016,33.5,P
USGS,1435000,10/23/2016,34.7,P
USGS,1435000,10/24/2016,27.4,P
USGS,1435000,10/25/2016,23,P
USGS,1435000,10/26/2016,21,P
USGS,1435000,10/27/2016,27.1,P
USGS,1435000,10/28/2016,67.6,P
USGS,1435000,10/29/2016,42.8,P
USGS,1435000,10/30/2016,40,P
USGS,1435000,10/31/2016,38.7,P
USGS,1435000,11/1/2016,30.5,P
USGS,1435000,11/2/2016,26.3,P
USGS,1435000,11/3/2016,24.8,P
USGS,1435000,11/4/2016,23.3,P
USGS,1435000,11/5/2016,21.4,P
USGS,1435000,11/6/2016,20.6,P
USGS,1435000,11/7/2016,20,P
USGS,1435000,11/8/2016,19.2,P
USGS,1435000,11/9/2016,20,P
USGS,1435000,11/10/2016,19.3,P
USGS,1435000,11/11/2016,18.3,P
USGS,1435000,11/12/2016,18.1,P
USGS,1435000,11/13/2016,18.2,P
USGS,1435000,11/14/2016,17.8,P
USGS,1435000,11/15/2016,40.8,P
USGS,1435000,11/16/2016,96.4,P
USGS,1435000,11/17/2016,48,P
USGS,1435000,11/18/2016,34,P
USGS,1435000,11/19/2016,28.3,P
USGS,1435000,11/20/2016,30.9,P
USGS,1435000,11/21/2016,28.7,P
USGS,1435000,11/22/2016,26.8,P
USGS,1435000,11/23/2016,25.3,P
USGS,1435000,11/24/2016,24.9,P
USGS,1435000,11/25/2016,26.7,P
USGS,1435000,11/26/2016,32.6,P
USGS,1435000,11/27/2016,33.8,P
USGS,1435000,11/28/2016,31.7,P
USGS,1435000,11/29/2016,342,P
USGS,1435000,11/30/2016,549,P
USGS,1435000,12/1/2016,824,P
USGS,1435000,12/2/2016,388,P
USGS,1435000,12/3/2016,251,P
USGS,1435000,12/4/2016,188,P
USGS,1435000,12/5/2016,162,P
USGS,1435000,12/6/2016,139,P
USGS,1435000,12/7/2016,135,P
USGS,1435000,12/8/2016,121,P
USGS,1435000,12/9/2016,110,P
USGS,1435000,12/10/2016,98.9,P
USGS,1435000,12/11/2016,90.1,P
USGS,1435000,12/12/2016,97.7,P
USGS,1435000,12/13/2016,92,P
USGS,1435000,12/14/2016,87.2,P
USGS,1435000,12/15/2016,71.7,P
USGS,1435000,12/16/2016,67.1,P
USGS,1435000,12/17/2016,84.8,P
USGS,1435000,12/18/2016,689,P
USGS,1435000,12/19/2016,444,P
USGS,1435000,12/20/2016,294,P
USGS,1435000,12/21/2016,234,P
USGS,1435000,12/22/2016,207,P
USGS,1435000,12/23/2016,174,P
USGS,1435000,12/24/2016,168,P
USGS,1435000,12/25/2016,167,P
USGS,1435000,12/26/2016,148,P
USGS,1435000,12/27/2016,195,P
USGS,1435000,12/28/2016,204,P
USGS,1435000,12/29/2016,175,P
USGS,1435000,12/30/2016,160,P
USGS,1435000,12/31/2016,143,P
