agency_cd,site_no,datetime,105402_00060_00003,105402_00060_00003_cd
5s,15s,20d,14n,10s
USGS,1435000,10/19/2014,43.4,A
USGS,1435000,10/20/2014,36.3,A
USGS,1435000,10/21/2014,44.5,A
USGS,1435000,10/22/2014,119,A
USGS,1435000,10/23/2014,338,A
USGS,1435000,10/24/2014,217,A
USGS,1435000,10/25/2014,132,A
USGS,1435000,10/26/2014,112,A
USGS,1435000,10/27/2014,98.2,A
USGS,1435000,10/28/2014,84.6,A
USGS,1435000,10/29/2014,81.8,A
USGS,1435000,10/30/2014,81.2,A
USGS,1435000,10/31/2014,74.9,A
USGS,1435000,11/1/2014,70.5,A
USGS,1435000,11/2/2014,67.9,A
USGS,1435000,11/3/2014,65.3,A
USGS,1435000,11/4/2014,63.2,A
USGS,1435000,11/5/2014,61.4,A
USGS,1435000,11/6/2014,60.7,A
USGS,1435000,11/7/2014,62.6,A
USGS,1435000,11/8/2014,60.2,A
USGS,1435000,11/9/2014,58,A
USGS,1435000,11/10/2014,56.3,A
USGS,1435000,11/11/2014,55.2,A
USGS,1435000,11/12/2014,53.8,A
USGS,1435000,11/13/2014,52.1,A
USGS,1435000,11/14/2014,52.1,A
USGS,1435000,11/15/2014,50.4,A
USGS,1435000,11/16/2014,48.8,A
USGS,1435000,11/17/2014,114,A
USGS,1435000,11/18/2014,182,A
USGS,1435000,11/19/2014,94.7,A
USGS,1435000,11/20/2014,81,A:e
USGS,1435000,11/21/2014,74.2,A:e
USGS,1435000,11/22/2014,71.2,A:e
USGS,1435000,11/23/2014,79.2,A
USGS,1435000,11/24/2014,385,A
USGS,1435000,11/25/2014,294,A
USGS,1435000,11/26/2014,195,A
USGS,1435000,11/27/2014,166,A:e
USGS,1435000,11/28/2014,142,A:e
USGS,1435000,11/29/2014,128,A:e
USGS,1435000,11/30/2014,125,A
USGS,1435000,12/1/2014,157,A
USGS,1435000,12/2/2014,165,A
USGS,1435000,12/3/2014,189,A
USGS,1435000,12/4/2014,190,A
USGS,1435000,12/5/2014,155,A
USGS,1435000,12/6/2014,248,A
USGS,1435000,12/7/2014,334,A
USGS,1435000,12/8/2014,215,A
USGS,1435000,12/9/2014,238,A
USGS,1435000,12/10/2014,249,A
USGS,1435000,12/11/2014,199,A
USGS,1435000,12/12/2014,173,A
USGS,1435000,12/13/2014,157,A
USGS,1435000,12/14/2014,147,A
USGS,1435000,12/15/2014,139,A
USGS,1435000,12/16/2014,134,A
USGS,1435000,12/17/2014,171,A
USGS,1435000,12/18/2014,166,A
USGS,1435000,12/19/2014,140,A
USGS,1435000,12/20/2014,126,A
USGS,1435000,12/21/2014,120,A
USGS,1435000,12/22/2014,116,A
USGS,1435000,12/23/2014,135,A
USGS,1435000,12/24/2014,483,A
USGS,1435000,12/25/2014,1150,A
USGS,1435000,12/26/2014,527,A
USGS,1435000,12/27/2014,359,A
USGS,1435000,12/28/2014,335,A
USGS,1435000,12/29/2014,286,A
USGS,1435000,12/30/2014,230,A
USGS,1435000,12/31/2014,195,A
USGS,1435000,1/1/2015,174,A:e
USGS,1435000,1/2/2015,166,A
USGS,1435000,1/3/2015,161,A:e
USGS,1435000,1/4/2015,386,A
USGS,1435000,1/5/2015,367,A
USGS,1435000,1/6/2015,259,A
USGS,1435000,1/7/2015,217,A:e
USGS,1435000,1/8/2015,190,A:e
USGS,1435000,1/9/2015,193,A:e
USGS,1435000,1/10/2015,181,A:e
USGS,1435000,1/11/2015,162,A:e
USGS,1435000,1/12/2015,171,A:e
USGS,1435000,1/13/2015,165,A:e
USGS,1435000,1/14/2015,154,A:e
USGS,1435000,1/15/2015,142,A:e
USGS,1435000,1/16/2015,130,A:e
USGS,1435000,1/17/2015,115,A:e
USGS,1435000,1/18/2015,143,A:e
USGS,1435000,1/19/2015,143,A:e
USGS,1435000,1/20/2015,131,A:e
USGS,1435000,1/21/2015,110,A:e
USGS,1435000,1/22/2015,103,A:e
USGS,1435000,1/23/2015,98,A:e
USGS,1435000,1/24/2015,98,A:e
USGS,1435000,1/25/2015,94,A:e
USGS,1435000,1/26/2015,89.8,A:e
USGS,1435000,1/27/2015,83.4,A:e
USGS,1435000,1/28/2015,80.1,A:e
USGS,1435000,1/29/2015,76.7,A:e
USGS,1435000,1/30/2015,80.2,A:e
USGS,1435000,1/31/2015,75.5,A:e
USGS,1435000,2/1/2015,81.1,A:e
USGS,1435000,2/2/2015,79.3,A:e
USGS,1435000,2/3/2015,73.9,A:e
USGS,1435000,2/4/2015,81.1,A:e
USGS,1435000,2/5/2015,80.6,A:e
USGS,1435000,2/6/2015,79.3,A:e
USGS,1435000,2/7/2015,81.5,A:e
USGS,1435000,2/8/2015,79.5,A
USGS,1435000,2/9/2015,77.4,A
USGS,1435000,2/10/2015,75,A
USGS,1435000,2/11/2015,71.9,A
USGS,1435000,2/12/2015,74.1,A
USGS,1435000,2/13/2015,77.2,A
USGS,1435000,2/14/2015,78,A:e
USGS,1435000,2/15/2015,80.6,A:e
USGS,1435000,2/16/2015,85.1,A:e
USGS,1435000,2/17/2015,81.1,A:e
USGS,1435000,2/18/2015,73.1,A:e
USGS,1435000,2/19/2015,70.5,A:e
USGS,1435000,2/20/2015,72.9,A:e
USGS,1435000,2/21/2015,67,A:e
USGS,1435000,2/22/2015,72.7,A:e
USGS,1435000,2/23/2015,67.4,A:e
USGS,1435000,2/24/2015,71.5,A:e
USGS,1435000,2/25/2015,63.5,A:e
USGS,1435000,2/26/2015,58.8,A
USGS,1435000,2/27/2015,59.8,A
USGS,1435000,2/28/2015,61.1,A:e
USGS,1435000,3/1/2015,60.5,A:e
USGS,1435000,3/2/2015,57.4,A
USGS,1435000,3/3/2015,57,A
USGS,1435000,3/4/2015,56.1,A:e
USGS,1435000,3/5/2015,55.5,A:e
USGS,1435000,3/6/2015,53.6,A:e
USGS,1435000,3/7/2015,52.5,A:e
USGS,1435000,3/8/2015,52.7,A
USGS,1435000,3/9/2015,57.3,A
USGS,1435000,3/10/2015,57.4,A:e
USGS,1435000,3/11/2015,94.7,A
USGS,1435000,3/12/2015,94.4,A
USGS,1435000,3/13/2015,74.6,A:e
USGS,1435000,3/14/2015,70.2,A
USGS,1435000,3/15/2015,81.2,A
USGS,1435000,3/16/2015,72.8,A
USGS,1435000,3/17/2015,81.1,A
USGS,1435000,3/18/2015,88.1,A:e
USGS,1435000,3/19/2015,86.9,A:e
USGS,1435000,3/20/2015,81.1,A:e
USGS,1435000,3/21/2015,71.5,A:e
USGS,1435000,3/22/2015,67.4,A
USGS,1435000,3/23/2015,66.3,A
USGS,1435000,3/24/2015,65.6,A:e
USGS,1435000,3/25/2015,65.6,A:e
USGS,1435000,3/26/2015,69.8,A
USGS,1435000,3/27/2015,108,A
USGS,1435000,3/28/2015,89.7,A
USGS,1435000,3/29/2015,85.3,A
USGS,1435000,3/30/2015,83,A:e
USGS,1435000,3/31/2015,81.1,A
USGS,1435000,4/1/2015,79.9,A
USGS,1435000,4/2/2015,94.2,A
USGS,1435000,4/3/2015,231,A
USGS,1435000,4/4/2015,532,A
USGS,1435000,4/5/2015,354,A
USGS,1435000,4/6/2015,315,A
USGS,1435000,4/7/2015,552,A
USGS,1435000,4/8/2015,641,A
USGS,1435000,4/9/2015,550,A
USGS,1435000,4/10/2015,991,A
USGS,1435000,4/11/2015,886,A
USGS,1435000,4/12/2015,662,A
USGS,1435000,4/13/2015,814,A
USGS,1435000,4/14/2015,977,A
USGS,1435000,4/15/2015,686,A
USGS,1435000,4/16/2015,538,A
USGS,1435000,4/17/2015,582,A
USGS,1435000,4/18/2015,520,A
USGS,1435000,4/19/2015,429,A
USGS,1435000,4/20/2015,390,A
USGS,1435000,4/21/2015,641,A
USGS,1435000,4/22/2015,452,A
USGS,1435000,4/23/2015,400,A
USGS,1435000,4/24/2015,324,A
USGS,1435000,4/25/2015,279,A
USGS,1435000,4/26/2015,251,A
USGS,1435000,4/27/2015,228,A
USGS,1435000,4/28/2015,208,A
USGS,1435000,4/29/2015,191,A
USGS,1435000,4/30/2015,180,A
USGS,1435000,5/1/2015,169,A
USGS,1435000,5/2/2015,157,A
USGS,1435000,5/3/2015,148,A
USGS,1435000,5/4/2015,139,A
USGS,1435000,5/5/2015,132,A
USGS,1435000,5/6/2015,128,A
USGS,1435000,5/7/2015,120,A
USGS,1435000,5/8/2015,115,A
USGS,1435000,5/9/2015,111,A
USGS,1435000,5/10/2015,107,A
USGS,1435000,5/11/2015,100,A
USGS,1435000,5/12/2015,95,A
USGS,1435000,5/13/2015,89.8,A
USGS,1435000,5/14/2015,86.5,A
USGS,1435000,5/15/2015,82.6,A
USGS,1435000,5/16/2015,130,A
USGS,1435000,5/17/2015,103,A
USGS,1435000,5/18/2015,85.2,A
USGS,1435000,5/19/2015,91.6,A
USGS,1435000,5/20/2015,104,A
USGS,1435000,5/21/2015,84.2,A
USGS,1435000,5/22/2015,76.9,A
USGS,1435000,5/23/2015,71.2,A
USGS,1435000,5/24/2015,68.4,A
USGS,1435000,5/25/2015,65.4,A
USGS,1435000,5/26/2015,65.3,A
USGS,1435000,5/27/2015,242,A
USGS,1435000,5/28/2015,254,A
USGS,1435000,5/29/2015,124,A
USGS,1435000,5/30/2015,101,A
USGS,1435000,5/31/2015,183,A
USGS,1435000,6/1/2015,344,A
USGS,1435000,6/2/2015,304,A
USGS,1435000,6/3/2015,226,A
USGS,1435000,6/4/2015,180,A
USGS,1435000,6/5/2015,189,A
USGS,1435000,6/6/2015,258,A
USGS,1435000,6/7/2015,177,A
USGS,1435000,6/8/2015,239,A
USGS,1435000,6/9/2015,480,A
USGS,1435000,6/10/2015,291,A
USGS,1435000,6/11/2015,223,A
USGS,1435000,6/12/2015,190,A
USGS,1435000,6/13/2015,252,A
USGS,1435000,6/14/2015,177,A
USGS,1435000,6/15/2015,607,A
USGS,1435000,6/16/2015,406,A
USGS,1435000,6/17/2015,295,A
USGS,1435000,6/18/2015,249,A
USGS,1435000,6/19/2015,237,A
USGS,1435000,6/20/2015,205,A
USGS,1435000,6/21/2015,1000,A
USGS,1435000,6/22/2015,543,A
USGS,1435000,6/23/2015,504,A
USGS,1435000,6/24/2015,587,A
USGS,1435000,6/25/2015,353,A
USGS,1435000,6/26/2015,294,A
USGS,1435000,6/27/2015,279,A
USGS,1435000,6/28/2015,545,A
USGS,1435000,6/29/2015,443,A
USGS,1435000,6/30/2015,422,A
USGS,1435000,7/1/2015,500,A
USGS,1435000,7/2/2015,384,A
USGS,1435000,7/3/2015,299,A
USGS,1435000,7/4/2015,285,A
USGS,1435000,7/5/2015,249,A
USGS,1435000,7/6/2015,210,A
USGS,1435000,7/7/2015,233,A
USGS,1435000,7/8/2015,230,A
USGS,1435000,7/9/2015,196,A
USGS,1435000,7/10/2015,347,A
USGS,1435000,7/11/2015,204,A
USGS,1435000,7/12/2015,173,A
USGS,1435000,7/13/2015,156,A
USGS,1435000,7/14/2015,144,A
USGS,1435000,7/15/2015,149,A
USGS,1435000,7/16/2015,127,A
USGS,1435000,7/17/2015,114,A
USGS,1435000,7/18/2015,124,A
USGS,1435000,7/19/2015,152,A
USGS,1435000,7/20/2015,110,A
USGS,1435000,7/21/2015,97.4,A
USGS,1435000,7/22/2015,88.7,A
USGS,1435000,7/23/2015,81.9,A
USGS,1435000,7/24/2015,76.5,A
USGS,1435000,7/25/2015,72.3,A
USGS,1435000,7/26/2015,145,A
USGS,1435000,7/27/2015,147,A
USGS,1435000,7/28/2015,110,A
USGS,1435000,7/29/2015,82.9,A
USGS,1435000,7/30/2015,75.8,A
USGS,1435000,7/31/2015,71.8,A
USGS,1435000,8/1/2015,63.4,A
USGS,1435000,8/2/2015,59,A
USGS,1435000,8/3/2015,57.5,A
USGS,1435000,8/4/2015,61.8,A
USGS,1435000,8/5/2015,53.4,A
USGS,1435000,8/6/2015,49.4,A
USGS,1435000,8/7/2015,47.4,A
USGS,1435000,8/8/2015,45.8,A
USGS,1435000,8/9/2015,44.6,A
USGS,1435000,8/10/2015,43.1,A
USGS,1435000,8/11/2015,257,A
USGS,1435000,8/12/2015,110,A
USGS,1435000,8/13/2015,68.7,A
USGS,1435000,8/14/2015,55.8,A
USGS,1435000,8/15/2015,49.2,A
USGS,1435000,8/16/2015,45.5,A
USGS,1435000,8/17/2015,42.6,A
USGS,1435000,8/18/2015,42.4,A
USGS,1435000,8/19/2015,45.5,A
USGS,1435000,8/20/2015,44.9,A
USGS,1435000,8/21/2015,175,A
USGS,1435000,8/22/2015,76.6,A
USGS,1435000,8/23/2015,56.8,A
USGS,1435000,8/24/2015,48.5,A
USGS,1435000,8/25/2015,45.1,A
USGS,1435000,8/26/2015,41.4,A
USGS,1435000,8/27/2015,39,A
USGS,1435000,8/28/2015,37.9,A
USGS,1435000,8/29/2015,36.4,A
USGS,1435000,8/30/2015,35.1,A
USGS,1435000,8/31/2015,34.7,A
USGS,1435000,9/1/2015,32.7,A
USGS,1435000,9/2/2015,30.1,A
USGS,1435000,9/3/2015,28.8,A
USGS,1435000,9/4/2015,28.2,A
USGS,1435000,9/5/2015,28,A
USGS,1435000,9/6/2015,26.6,A
USGS,1435000,9/7/2015,25.7,A
USGS,1435000,9/8/2015,24.7,A
USGS,1435000,9/9/2015,25.8,A
USGS,1435000,9/10/2015,46.6,A
USGS,1435000,9/11/2015,42.9,A
USGS,1435000,9/12/2015,47.5,A
USGS,1435000,9/13/2015,332,A
USGS,1435000,9/14/2015,86.5,A
USGS,1435000,9/15/2015,55.4,A
USGS,1435000,9/16/2015,43.1,A
USGS,1435000,9/17/2015,37.9,A
USGS,1435000,9/18/2015,34.7,A
USGS,1435000,9/19/2015,31.7,A
USGS,1435000,9/20/2015,29.8,A
USGS,1435000,9/21/2015,28.2,A
USGS,1435000,9/22/2015,27.2,A
USGS,1435000,9/23/2015,26.3,A
USGS,1435000,9/24/2015,25.7,A
USGS,1435000,9/25/2015,25.4,A
USGS,1435000,9/26/2015,24.5,A
USGS,1435000,9/27/2015,24.2,A
USGS,1435000,9/28/2015,24.2,A
USGS,1435000,9/29/2015,27.6,A
USGS,1435000,9/30/2015,744,P
USGS,1435000,10/1/2015,242,A
USGS,1435000,10/2/2015,129,A
USGS,1435000,10/3/2015,109,A
USGS,1435000,10/4/2015,93.5,A
USGS,1435000,10/5/2015,77.7,A
USGS,1435000,10/6/2015,69.3,A
USGS,1435000,10/7/2015,62.8,A
USGS,1435000,10/8/2015,58.8,A
USGS,1435000,10/9/2015,59.1,A
USGS,1435000,10/10/2015,58.9,A
USGS,1435000,10/11/2015,53.4,A
USGS,1435000,10/12/2015,50.7,A
USGS,1435000,10/13/2015,49.3,A
USGS,1435000,10/14/2015,48.6,A
USGS,1435000,10/15/2015,46.5,A
USGS,1435000,10/16/2015,46.9,A
USGS,1435000,10/17/2015,45.1,A
USGS,1435000,10/18/2015,43.8,A
USGS,1435000,10/19/2015,43.3,A
USGS,1435000,10/20/2015,42.4,A
USGS,1435000,10/21/2015,41.4,A
USGS,1435000,10/22/2015,40.7,A
USGS,1435000,10/23/2015,39.3,A
USGS,1435000,10/24/2015,38.1,A
USGS,1435000,10/25/2015,67.5,A
USGS,1435000,10/26/2015,56.9,A
USGS,1435000,10/27/2015,44.9,A
USGS,1435000,10/28/2015,82,A
USGS,1435000,10/29/2015,1240,A
USGS,1435000,10/30/2015,384,A
USGS,1435000,10/31/2015,237,A
USGS,1435000,11/1/2015,186,A
USGS,1435000,11/2/2015,156,A
USGS,1435000,11/3/2015,137,A
USGS,1435000,11/4/2015,124,A
USGS,1435000,11/5/2015,117,A
USGS,1435000,11/6/2015,111,A
USGS,1435000,11/7/2015,105,A
USGS,1435000,11/8/2015,98.1,A
USGS,1435000,11/9/2015,92.7,A
USGS,1435000,11/10/2015,91.4,A
USGS,1435000,11/11/2015,632,A
USGS,1435000,11/12/2015,408,A
USGS,1435000,11/13/2015,441,A
USGS,1435000,11/14/2015,306,A
USGS,1435000,11/15/2015,247,A
USGS,1435000,11/16/2015,221,A
USGS,1435000,11/17/2015,194,A
USGS,1435000,11/18/2015,177,A
USGS,1435000,11/19/2015,622,A
USGS,1435000,11/20/2015,1280,A
USGS,1435000,11/21/2015,523,A
USGS,1435000,11/22/2015,378,A
USGS,1435000,11/23/2015,302,A
USGS,1435000,11/24/2015,255,A
USGS,1435000,11/25/2015,222,A
USGS,1435000,11/26/2015,200,A
USGS,1435000,11/27/2015,187,A
USGS,1435000,11/28/2015,175,A
USGS,1435000,11/29/2015,161,A
USGS,1435000,11/30/2015,148,A
USGS,1435000,12/1/2015,160,A
USGS,1435000,12/2/2015,253,A
USGS,1435000,12/3/2015,276,A
USGS,1435000,12/4/2015,197,A
USGS,1435000,12/5/2015,173,A
USGS,1435000,12/6/2015,163,A
USGS,1435000,12/7/2015,155,A
USGS,1435000,12/8/2015,147,A
USGS,1435000,12/9/2015,140,A
USGS,1435000,12/10/2015,134,A
USGS,1435000,12/11/2015,128,A
USGS,1435000,12/12/2015,121,A
USGS,1435000,12/13/2015,115,A
USGS,1435000,12/14/2015,124,A
USGS,1435000,12/15/2015,260,A
USGS,1435000,12/16/2015,171,A
USGS,1435000,12/17/2015,227,A
USGS,1435000,12/18/2015,339,A
USGS,1435000,12/19/2015,234,A
USGS,1435000,12/20/2015,198,A
USGS,1435000,12/21/2015,183,A
USGS,1435000,12/22/2015,341,A
USGS,1435000,12/23/2015,437,A
USGS,1435000,12/24/2015,920,A
USGS,1435000,12/25/2015,495,A
USGS,1435000,12/26/2015,366,A:e
USGS,1435000,12/27/2015,304,A:e
USGS,1435000,12/28/2015,277,A:e
USGS,1435000,12/29/2015,269,A:e
USGS,1435000,12/30/2015,272,A:e
USGS,1435000,12/31/2015,351,A:e
USGS,1435000,1/1/2016,297,A
USGS,1435000,1/2/2016,252,A
USGS,1435000,1/3/2016,229,A
USGS,1435000,1/4/2016,201,A
USGS,1435000,1/5/2016,208,A
USGS,1435000,1/6/2016,176,A
USGS,1435000,1/7/2016,174,A
USGS,1435000,1/8/2016,163,A
USGS,1435000,1/9/2016,158,A
USGS,1435000,1/10/2016,579,A
USGS,1435000,1/11/2016,504,A
USGS,1435000,1/12/2016,290,A:e
USGS,1435000,1/13/2016,250,A:e
USGS,1435000,1/14/2016,222,A:e
USGS,1435000,1/15/2016,203,A:e
USGS,1435000,1/16/2016,190,A:e
USGS,1435000,1/17/2016,180,A:e
USGS,1435000,1/18/2016,171,A:e
USGS,1435000,1/19/2016,163,A:e
USGS,1435000,1/20/2016,155,A:e
USGS,1435000,1/21/2016,147,A:e
USGS,1435000,1/22/2016,138,A:e
USGS,1435000,1/23/2016,130,A:e
USGS,1435000,1/24/2016,124,A:e
USGS,1435000,1/25/2016,119,A:e
USGS,1435000,1/26/2016,116,A:e
USGS,1435000,1/27/2016,112,A:e
USGS,1435000,1/28/2016,109,A:e
USGS,1435000,1/29/2016,106,A:e
USGS,1435000,1/30/2016,103,A:e
USGS,1435000,1/31/2016,101,A:e
USGS,1435000,2/1/2016,99.6,A:e
USGS,1435000,2/2/2016,98.9,A:e
USGS,1435000,2/3/2016,298,A:e
USGS,1435000,2/4/2016,354,A:e
USGS,1435000,2/5/2016,217,A:e
USGS,1435000,2/6/2016,172,A:e
USGS,1435000,2/7/2016,154,A:e
USGS,1435000,2/8/2016,142,A:e
USGS,1435000,2/9/2016,134,A:e
USGS,1435000,2/10/2016,126,A:e
USGS,1435000,2/11/2016,121,A:e
USGS,1435000,2/12/2016,117,A:e
USGS,1435000,2/13/2016,113,A:e
USGS,1435000,2/14/2016,110,A:e
USGS,1435000,2/15/2016,108,A:e
USGS,1435000,2/16/2016,608,A:e
USGS,1435000,2/17/2016,546,A:e
USGS,1435000,2/18/2016,294,A:e
USGS,1435000,2/19/2016,252,A:e
USGS,1435000,2/20/2016,235,A:e
USGS,1435000,2/21/2016,219,A:e
USGS,1435000,2/22/2016,194,A:e
USGS,1435000,2/23/2016,177,A
USGS,1435000,2/24/2016,388,A
USGS,1435000,2/25/2016,1850,A:e
USGS,1435000,2/26/2016,711,A:e
USGS,1435000,2/27/2016,403,A:e
USGS,1435000,2/28/2016,317,A:e
USGS,1435000,2/29/2016,273,A:e
USGS,1435000,3/1/2016,240,A:e
USGS,1435000,3/2/2016,215,A:e
USGS,1435000,3/3/2016,196,A:e
USGS,1435000,3/4/2016,186,A:e
USGS,1435000,3/5/2016,179,A:e
USGS,1435000,3/6/2016,171,A:e
USGS,1435000,3/7/2016,164,A:e
USGS,1435000,3/8/2016,158,A:e
USGS,1435000,3/9/2016,155,A:e
USGS,1435000,3/10/2016,152,A:e
USGS,1435000,3/11/2016,147,A:e
USGS,1435000,3/12/2016,144,A:e
USGS,1435000,3/13/2016,143,A:e
USGS,1435000,3/14/2016,142,A:e
USGS,1435000,3/15/2016,141,A:e
USGS,1435000,3/16/2016,140,A:e
USGS,1435000,3/17/2016,138,A:e
USGS,1435000,3/18/2016,137,A:e
USGS,1435000,3/19/2016,134,A:e
USGS,1435000,3/20/2016,130,A:e
USGS,1435000,3/21/2016,127,A:e
USGS,1435000,3/22/2016,126,A:e
USGS,1435000,3/23/2016,125,A:e
USGS,1435000,3/24/2016,128,A:e
USGS,1435000,3/25/2016,130,A:e
USGS,1435000,3/26/2016,123,A:e
USGS,1435000,3/27/2016,118,A
USGS,1435000,3/28/2016,163,A
USGS,1435000,3/29/2016,163,A
USGS,1435000,3/30/2016,135,A
USGS,1435000,3/31/2016,127,A
USGS,1435000,4/1/2016,124,A
USGS,1435000,4/2/2016,129,A
USGS,1435000,4/3/2016,138,A
USGS,1435000,4/4/2016,133,A
USGS,1435000,4/5/2016,122,A
USGS,1435000,4/6/2016,118,A
USGS,1435000,4/7/2016,309,A
USGS,1435000,4/8/2016,423,A
USGS,1435000,4/9/2016,271,A
USGS,1435000,4/10/2016,227,A
USGS,1435000,4/11/2016,243,A
USGS,1435000,4/12/2016,356,A
USGS,1435000,4/13/2016,296,A
USGS,1435000,4/14/2016,248,A
USGS,1435000,4/15/2016,223,A
USGS,1435000,4/16/2016,205,A
USGS,1435000,4/17/2016,189,A
USGS,1435000,4/18/2016,177,A
USGS,1435000,4/19/2016,166,A
USGS,1435000,4/20/2016,157,A
USGS,1435000,4/21/2016,150,A
USGS,1435000,4/22/2016,145,A
USGS,1435000,4/23/2016,137,A
USGS,1435000,4/24/2016,130,A
USGS,1435000,4/25/2016,125,A
USGS,1435000,4/26/2016,149,A
USGS,1435000,4/27/2016,139,A
USGS,1435000,4/28/2016,122,A
USGS,1435000,4/29/2016,118,A
USGS,1435000,4/30/2016,127,A
USGS,1435000,5/1/2016,130,A
USGS,1435000,5/2/2016,198,A
USGS,1435000,5/3/2016,244,A
USGS,1435000,5/4/2016,244,A
USGS,1435000,5/5/2016,236,A
USGS,1435000,5/6/2016,269,A
USGS,1435000,5/7/2016,343,A
USGS,1435000,5/8/2016,271,A
USGS,1435000,5/9/2016,231,A
USGS,1435000,5/10/2016,204,A
USGS,1435000,5/11/2016,188,A
USGS,1435000,5/12/2016,174,A
USGS,1435000,5/13/2016,193,A
USGS,1435000,5/14/2016,193,A
USGS,1435000,5/15/2016,175,A
USGS,1435000,5/16/2016,155,A
USGS,1435000,5/17/2016,146,A
USGS,1435000,5/18/2016,139,A
USGS,1435000,5/19/2016,132,A
USGS,1435000,5/20/2016,124,A
USGS,1435000,5/21/2016,119,A
USGS,1435000,5/22/2016,117,A
USGS,1435000,5/23/2016,109,A
USGS,1435000,5/24/2016,102,A
USGS,1435000,5/25/2016,95.9,A
USGS,1435000,5/26/2016,90.7,A
USGS,1435000,5/27/2016,86.8,A
USGS,1435000,5/28/2016,84.7,A
USGS,1435000,5/29/2016,79,A
USGS,1435000,5/30/2016,82.5,A
USGS,1435000,5/31/2016,78.8,A
USGS,1435000,6/1/2016,68.7,A
USGS,1435000,6/2/2016,63.7,A
USGS,1435000,6/3/2016,65.2,A
USGS,1435000,6/4/2016,62.7,A
USGS,1435000,6/5/2016,155,A
USGS,1435000,6/6/2016,178,A
USGS,1435000,6/7/2016,91.9,A
USGS,1435000,6/8/2016,78,A
USGS,1435000,6/9/2016,71.2,A
USGS,1435000,6/10/2016,65.4,A
USGS,1435000,6/11/2016,71.1,A
USGS,1435000,6/12/2016,71.9,A
USGS,1435000,6/13/2016,63.7,A
USGS,1435000,6/14/2016,60.2,A
USGS,1435000,6/15/2016,57,A
USGS,1435000,6/16/2016,54.8,A
USGS,1435000,6/17/2016,53,A
USGS,1435000,6/18/2016,50.4,A
USGS,1435000,6/19/2016,49,A
USGS,1435000,6/20/2016,46.6,A
USGS,1435000,6/21/2016,44.5,A
USGS,1435000,6/22/2016,43,A
USGS,1435000,6/23/2016,42,A
USGS,1435000,6/24/2016,40.7,A
USGS,1435000,6/25/2016,40.6,A
USGS,1435000,6/26/2016,39.9,A
USGS,1435000,6/27/2016,42.7,A
USGS,1435000,6/28/2016,59,A
USGS,1435000,6/29/2016,51.9,A
USGS,1435000,6/30/2016,41.6,A
USGS,1435000,7/1/2016,38.6,A
USGS,1435000,7/2/2016,39.2,A
USGS,1435000,7/3/2016,36.1,A
USGS,1435000,7/4/2016,34.6,A
USGS,1435000,7/5/2016,34.9,A
USGS,1435000,7/6/2016,33,A
USGS,1435000,7/7/2016,31.6,A
USGS,1435000,7/8/2016,36.7,A
USGS,1435000,7/9/2016,226,A
USGS,1435000,7/10/2016,252,A
USGS,1435000,7/11/2016,91,A
USGS,1435000,7/12/2016,61.2,A
USGS,1435000,7/13/2016,51.1,A
USGS,1435000,7/14/2016,60.8,A
USGS,1435000,7/15/2016,75.4,A
USGS,1435000,7/16/2016,57.9,A
USGS,1435000,7/17/2016,96.5,A
USGS,1435000,7/18/2016,63.6,A
USGS,1435000,7/19/2016,56.7,A
USGS,1435000,7/20/2016,50,A
USGS,1435000,7/21/2016,46,A
USGS,1435000,7/22/2016,45.5,A
USGS,1435000,7/23/2016,44.8,A
USGS,1435000,7/24/2016,39.7,A
USGS,1435000,7/25/2016,43.7,A
USGS,1435000,7/26/2016,48.5,A
USGS,1435000,7/27/2016,39.3,A
USGS,1435000,7/28/2016,36.6,A
USGS,1435000,7/29/2016,36.4,A
USGS,1435000,7/30/2016,36.2,A
USGS,1435000,7/31/2016,74,A
USGS,1435000,8/1/2016,58.7,A
USGS,1435000,8/2/2016,66.7,A
USGS,1435000,8/3/2016,56,A
USGS,1435000,8/4/2016,43.8,A
USGS,1435000,8/5/2016,39.1,A
USGS,1435000,8/6/2016,36.4,A
USGS,1435000,8/7/2016,34.5,A
USGS,1435000,8/8/2016,32.2,A
USGS,1435000,8/9/2016,31.1,A
USGS,1435000,8/10/2016,108,A
USGS,1435000,8/11/2016,72.9,A
USGS,1435000,8/12/2016,61.8,A
USGS,1435000,8/13/2016,128,A
USGS,1435000,8/14/2016,206,A
USGS,1435000,8/15/2016,149,A
USGS,1435000,8/16/2016,101,A
USGS,1435000,8/17/2016,87.8,A
USGS,1435000,8/18/2016,74.6,A
USGS,1435000,8/19/2016,66.4,A
USGS,1435000,8/20/2016,59.4,A
USGS,1435000,8/21/2016,60.9,A
USGS,1435000,8/22/2016,75.2,A
USGS,1435000,8/23/2016,56.6,A
USGS,1435000,8/24/2016,51.3,A
USGS,1435000,8/25/2016,50.1,A
USGS,1435000,8/26/2016,49.2,A
USGS,1435000,8/27/2016,46.2,A
USGS,1435000,8/28/2016,43.4,A
USGS,1435000,8/29/2016,41.1,A
USGS,1435000,8/30/2016,39.8,A
USGS,1435000,8/31/2016,39.1,A
USGS,1435000,9/1/2016,40,A
USGS,1435000,9/2/2016,37.9,A
USGS,1435000,9/3/2016,36.3,A
USGS,1435000,9/4/2016,34.8,A
USGS,1435000,9/5/2016,33.7,A
USGS,1435000,9/6/2016,32.5,A
USGS,1435000,9/7/2016,31.9,A
